dTransDataVendita,hTransOraVendita,CodiceAcquirente,iProdID,vchClasseProdottoDescrizione,vchSpecieDescrizione,nTransQuantita,nTransPrezzoUnitario,nTransPrezzoVendita,nTransPrezzoFinale,iTransProgressivoBarca,iProduttoreID,iQualitaID,vchQualitaDescrizione,nNumCasse
2003/4/24,05:22,217,51,MEDIA,Scampetto,3,32.91,98.73,98.73,28,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:23,86,13,GRANDE,Nasello,8.3,5.42,44.99,44.99,29,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:23,160,14,MEDIA,Nasello,6.2,5.88,36.46,36.46,31,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:24,80,38,GRANDE,Calamaro,1.5,21.34,32.01,32.01,33,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:24,101,13,GRANDE,Nasello,6.9,5.48,37.81,37.81,34,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:24,196,15,PICCOLA,Nasello,3.1,5.67,17.58,17.58,35,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:25,94,12,PICCOLA,Sogliola,6.2,6.18,38.32,38.32,1,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:28,237,55,PICCOLA,Pannocchie Vive,4.6,5.88,27.05,27.05,10,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:28,186,12,PICCOLA,Sogliola,7.2,4.86,34.99,34.99,12,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:29,91,11,MEDIA,Sogliola,7,11.87,83.09,83.09,14,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:29,78,70,GRANDE,Zanchetta,3.1,3.89,12.06,12.06,15,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:29,263,79,GRANDE,Testola,9,5.47,49.23,49.23,16,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:30,188,54,GRANDE,Pannocchie Vive,3.6,14.83,53.39,53.39,18,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:30,177,2,GRANDE,Seppia,8.1,5.39,43.66,43.66,19,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:30,91,11,MEDIA,Sogliola,6,11.87,71.22,71.22,20,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:31,177,12,PICCOLA,Sogliola,15.2,4.73,71.9,71.9,22,143,2,Molto fresco e ben conservato (48 ore),2
2003/4/24,05:31,1,2,GRANDE,Seppia,8.8,6,0,0,24,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:32,186,12,PICCOLA,Sogliola,7.9,5.93,46.85,46.85,25,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:32,182,66,GRANDE,Rombo,0.7,31.86,22.3,22.3,26,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:33,109,79,GRANDE,Testola,2.8,0.54,1.51,1.51,1,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:34,75,51,MEDIA,Scampetto,3.3,31.93,105.37,105.37,4,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:34,269,78,GRANDE,Misto di Seconda scelta,4.2,6.63,27.85,27.85,5,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:34,129,20,PICCOLA,Busbana,4.5,1.55,6.98,6.98,6,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:34,273,79,GRANDE,Testola,2.8,4.99,13.97,13.97,7,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:35,105,96,GRANDE,Misto scelto,1.7,11.17,18.99,18.99,9,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:36,183,10,GRANDE,Sogliola,1.8,16.46,29.63,29.63,10,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:37,217,15,PICCOLA,Nasello,3.9,6.34,24.73,24.73,13,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:38,91,70,GRANDE,Zanchetta,3.2,2.88,9.22,9.22,15,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:06,129,13,GRANDE,Nasello,8.5,6.19,52.62,52.62,10,38,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:08,129,13,GRANDE,Nasello,7.6,6.19,47.04,47.04,19,38,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:09,78,16,GRANDE,Triglia,6.5,10.83,70.4,70.4,20,38,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:10,279,15,PICCOLA,Nasello,4.4,6.05,26.62,26.62,1,82,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:11,80,2,GRANDE,Seppia,8.4,4.84,40.66,40.66,3,82,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:11,80,14,MEDIA,Nasello,4.9,5.83,28.57,28.57,6,82,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:14,296,58,GRANDE,Mazzancolla,4,47.93,191.72,191.72,5,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:14,128,10,GRANDE,Sogliola,4.9,19.85,97.27,97.27,7,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:15,237,2,GRANDE,Seppia,7.8,4.55,35.49,35.49,9,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:18,281,56,GRANDE,Pannocchie Stivate,3.5,12.85,44.98,44.98,21,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:21,252,12,PICCOLA,Sogliola,8.3,7.38,61.25,61.25,31,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:22,95,12,PICCOLA,Sogliola,13.8,5.26,72.59,72.59,37,52,2,Molto fresco e ben conservato (48 ore),2
2003/4/24,04:23,126,12,PICCOLA,Sogliola,8,5.19,41.52,41.52,42,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:24,78,12,PICCOLA,Sogliola,8.7,7.43,64.64,64.64,45,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:25,274,12,PICCOLA,Sogliola,2.9,3.31,9.6,9.6,47,52,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:28,250,15,PICCOLA,Nasello,5.2,6.57,34.16,34.16,8,94,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:31,263,70,GRANDE,Zanchetta,4,3.6,14.4,14.4,2,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:35,89,79,GRANDE,Testola,8.3,1.77,14.69,14.69,14,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:36,126,12,PICCOLA,Sogliola,11.4,5.18,59.05,59.05,20,44,2,Molto fresco e ben conservato (48 ore),2
2003/4/24,04:40,136,55,PICCOLA,Pannocchie Vive,4.6,5.36,24.66,24.66,28,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:45,231,2,GRANDE,Seppia,4,5.2,20.8,20.8,42,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:49,80,15,PICCOLA,Nasello,5.1,5.92,30.19,30.19,1,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:50,263,70,GRANDE,Zanchetta,3.6,3.56,12.82,12.82,6,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:51,183,100,GRANDE,Rana Pescatrice,3.3,9.63,31.78,31.78,8,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:55,160,57,PICCOLA,Pannocchie Stivate,4.7,5.28,24.82,24.82,16,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:59,252,140,GRANDE,Palamita,1.9,9.14,17.37,17.37,25,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:03,168,55,PICCOLA,Pannocchie Vive,2.3,7.42,17.07,17.07,9,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:05,217,54,GRANDE,Pannocchie Vive,3.3,15.77,52.04,52.04,16,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:06,273,38,GRANDE,Calamaro,1.4,27.51,38.51,38.51,17,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:06,78,54,GRANDE,Pannocchie Vive,3.3,15.76,52.01,52.01,20,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:07,263,20,PICCOLA,Busbana,9.2,1.32,12.14,12.14,21,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:08,129,14,MEDIA,Nasello,7.5,5.67,42.53,42.53,26,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:08,160,19,GRANDE,Busbana,6.8,1.42,9.66,9.66,1,45,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:11,78,49,GRANDE,Mollame Misto,4.6,3.49,16.05,16.05,9,45,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:13,122,70,GRANDE,Zanchetta,3.1,3.39,10.51,10.51,14,45,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:15,78,54,GRANDE,Pannocchie Vive,3,13.46,40.38,40.38,19,45,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:15,80,15,PICCOLA,Nasello,6.2,5.89,36.52,36.52,2,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:17,122,79,GRANDE,Testola,4,6.56,26.24,26.24,5,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:18,78,6,GRANDE,Scampo,4.7,43.9,206.33,206.33,10,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:18,129,13,GRANDE,Nasello,7.6,5.69,43.24,43.24,11,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:19,85,51,MEDIA,Scampetto,3,32.04,96.12,96.12,16,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:20,86,102,PICCOLA,Rana Pescatrice,3.2,4.87,15.58,15.58,17,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:20,278,42,GRANDE,Polipo,3.6,3.37,12.13,12.13,21,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:26,217,55,PICCOLA,Pannocchie Vive,5.7,6.28,35.8,35.8,5,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:31,155,54,GRANDE,Pannocchie Vive,4.7,14.54,68.34,68.34,23,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:33,80,40,ALTRO,Calamaro,1.2,22.67,27.2,27.2,3,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:35,296,6,GRANDE,Scampo,3.6,39.85,143.46,143.46,8,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:38,129,13,GRANDE,Nasello,7.7,5.44,41.89,41.89,16,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:40,270,6,GRANDE,Scampo,2.8,40.46,113.29,113.29,21,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:40,80,14,MEDIA,Nasello,7.4,5.18,38.33,38.33,22,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:40,177,181,PICCOLA,Sgombro,7,2.87,20.09,20.09,1,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:41,187,13,GRANDE,Nasello,7.1,4.58,32.52,32.52,2,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:41,278,78,GRANDE,Misto di Seconda scelta,6,4.52,27.12,27.12,3,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:42,78,17,MEDIA,Triglia,7,8.32,58.24,58.24,4,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:42,80,78,GRANDE,Misto di Seconda scelta,3.8,3.88,14.74,14.74,5,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:42,80,14,MEDIA,Nasello,8,4.24,33.92,33.92,6,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:43,217,78,GRANDE,Misto di Seconda scelta,7.6,5.37,40.81,40.81,7,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:43,86,102,PICCOLA,Rana Pescatrice,5,6.44,32.2,32.2,8,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:43,160,15,PICCOLA,Nasello,6.6,5.68,37.49,37.49,9,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:43,182,6,GRANDE,Scampo,4.5,45,202.5,202.5,1,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:44,86,13,GRANDE,Nasello,8.4,4.92,41.33,41.33,11,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:44,86,73,GRANDE,Tracina o Ragno,5.6,0.51,2.86,2.86,12,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:44,75,51,MEDIA,Scampetto,5.1,31.9,162.69,162.69,13,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:45,75,96,GRANDE,Misto scelto,2.6,23.36,60.74,60.74,14,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:45,177,55,PICCOLA,Pannocchie Vive,6.2,3.84,23.81,23.81,15,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:46,80,6,GRANDE,Scampo,2.5,39.03,97.58,97.58,17,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:46,80,14,MEDIA,Nasello,7.8,4.24,33.07,33.07,18,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:47,271,13,GRANDE,Nasello,7.9,4.72,37.29,37.29,20,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:47,217,15,PICCOLA,Nasello,6.9,5.65,38.99,38.99,22,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:48,217,52,PICCOLISSIMA,Scampetto,2.4,15.26,36.62,36.62,24,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:49,80,14,MEDIA,Nasello,8,4.24,33.92,33.92,25,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:49,78,47,GRANDE,Totano,5.7,4.65,26.51,26.51,27,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:50,270,6,GRANDE,Scampo,5.1,39.19,199.87,199.87,28,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:50,80,15,PICCOLA,Nasello,6.3,5.58,35.15,35.15,29,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:53,160,97,GRANDE,Triglia Eviscerata,5.5,8.76,48.18,48.18,1,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:53,86,13,GRANDE,Nasello,9.2,4.69,43.15,43.15,2,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:53,299,102,PICCOLA,Rana Pescatrice,7.8,2.98,23.24,23.24,3,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:54,75,53,PICCOLA,Scampetto,3.7,26.97,99.79,99.79,4,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:55,273,96,GRANDE,Misto scelto,1.8,14.66,26.39,26.39,6,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:55,129,100,GRANDE,Rana Pescatrice,6.8,12.03,81.8,81.8,7,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:56,80,13,GRANDE,Nasello,7.8,4.99,38.92,38.92,8,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:56,279,61,GRANDE,Granchio,6,1,6,6,1,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:56,75,53,PICCOLA,Scampetto,4.2,25.87,108.65,108.65,10,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:56,160,97,GRANDE,Triglia Eviscerata,6.7,8.76,58.69,58.69,12,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:57,160,15,PICCOLA,Nasello,6.7,5.78,38.73,38.73,13,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:58,160,13,GRANDE,Nasello,7.7,4.68,36.04,36.04,15,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:58,155,102,PICCOLA,Rana Pescatrice,7,2.66,18.62,18.62,16,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:59,278,97,GRANDE,Triglia Eviscerata,7.1,8.51,60.42,60.42,18,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:59,78,17,MEDIA,Triglia,4,7.95,31.8,31.8,21,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:01,160,14,MEDIA,Nasello,7.5,5.37,40.28,40.28,26,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:03,259,14,MEDIA,Nasello,7.3,4.58,33.43,33.43,29,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:03,86,101,MEDIA,Rana Pescatrice,3.2,7.57,24.22,24.22,30,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:03,243,42,GRANDE,Polipo,10.8,3.78,40.82,40.82,31,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:39,173,12,PICCOLA,Sogliola,5.7,4.03,22.97,22.97,26,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:42,279,10,GRANDE,Sogliola,6,15.86,95.16,95.16,33,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:43,263,68,GRANDE,Passera,1.6,11.12,17.79,17.79,35,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:45,95,12,PICCOLA,Sogliola,5.4,5.49,29.65,29.65,41,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:46,126,12,PICCOLA,Sogliola,7.9,6.23,49.22,49.22,46,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:46,144,12,PICCOLA,Sogliola,6.1,4.12,25.13,25.13,47,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:47,186,79,GRANDE,Testola,6.6,3.17,20.92,20.92,49,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:47,217,12,PICCOLA,Sogliola,6.1,5.64,34.4,34.4,50,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:48,271,12,PICCOLA,Sogliola,3.5,3.59,12.57,12.57,53,44,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:49,279,56,GRANDE,Pannocchie Stivate,4.5,12.96,58.32,58.32,3,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:51,273,2,GRANDE,Seppia,2.7,4.78,12.91,12.91,10,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:53,269,55,PICCOLA,Pannocchie Vive,3.4,5.88,19.99,19.99,11,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:54,154,96,GRANDE,Misto scelto,3.4,29.26,99.48,99.48,12,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:58,160,57,PICCOLA,Pannocchie Stivate,4.7,5.19,24.39,24.39,21,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:58,221,78,GRANDE,Misto di Seconda scelta,3.6,6.32,22.75,22.75,22,149,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,04:59,221,25,GRANDE,Crocetta,9.9,0.52,5.15,5.15,1,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:00,183,96,GRANDE,Misto scelto,2,20.57,41.14,41.14,4,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:03,163,53,PICCOLA,Scampetto,1,27.02,27.02,27.02,10,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:04,207,55,PICCOLA,Pannocchie Vive,2.5,6.02,15.05,15.05,14,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:06,221,78,GRANDE,Misto di Seconda scelta,4.4,1.26,5.54,5.54,19,126,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:17,278,97,GRANDE,Triglia Eviscerata,6.9,8.91,61.48,61.48,7,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:18,78,53,PICCOLA,Scampetto,1.9,27.06,51.41,51.41,9,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:18,177,20,PICCOLA,Busbana,6.2,2.11,13.08,13.08,13,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:19,1,72,GRANDE,Zanchetta Pelosa,1.6,0.15,0,0,14,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:23,160,70,GRANDE,Zanchetta,4.5,2.77,12.47,12.47,30,134,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:25,186,12,PICCOLA,Sogliola,7.6,4.57,34.73,34.73,2,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:25,296,58,GRANDE,Mazzancolla,2.5,45.75,114.38,114.38,3,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:27,78,11,MEDIA,Sogliola,5.3,10.36,54.91,54.91,6,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:27,144,12,PICCOLA,Sogliola,7.3,5.73,41.83,41.83,8,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:27,186,12,PICCOLA,Sogliola,14.6,4.82,70.37,70.37,9,143,2,Molto fresco e ben conservato (48 ore),2
2003/4/24,05:28,158,12,PICCOLA,Sogliola,7.6,5.62,42.71,42.71,11,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:28,188,55,PICCOLA,Pannocchie Vive,3.8,5.84,22.19,22.19,13,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:29,183,12,PICCOLA,Sogliola,7.5,5.78,43.35,43.35,17,143,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:33,80,13,GRANDE,Nasello,8.7,5.53,48.11,48.11,2,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:36,188,6,GRANDE,Scampo,2.9,40.14,116.41,116.41,12,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:38,78,49,GRANDE,Mollame Misto,1.4,3.78,5.29,5.29,17,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:39,278,42,GRANDE,Polipo,4.8,3.55,17.04,17.04,20,54,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:43,86,16,GRANDE,Triglia,7.5,9.21,69.08,69.08,10,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:46,183,13,GRANDE,Nasello,7.2,4.46,32.11,32.11,16,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:48,75,66,GRANDE,Rombo,3.2,26.93,86.18,86.18,23,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:49,278,42,GRANDE,Polipo,10.5,3.56,37.38,37.38,26,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:52,177,53,PICCOLA,Scampetto,5.5,22.25,122.38,122.38,32,75,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:55,1,78,GRANDE,Misto di Seconda scelta,5.5,0.43,0,0,5,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,05:56,269,2,GRANDE,Seppia,4.8,5.83,27.98,27.98,11,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:01,86,59,GRANDE,Gambero,2,13.47,26.94,26.94,23,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:01,86,13,GRANDE,Nasello,8.1,4.57,37.02,37.02,24,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:02,160,17,MEDIA,Triglia,6.7,8.26,55.34,55.34,27,27,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:04,237,59,GRANDE,Gambero,1.1,13.36,14.7,14.7,2,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:04,237,13,GRANDE,Nasello,7.4,4.68,34.63,34.63,3,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:05,296,97,GRANDE,Triglia Eviscerata,5.4,10.11,54.59,54.59,4,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:05,237,113,GRANDE,Frittura Mista,4.3,4.98,21.41,21.41,6,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:05,278,34,GRANDE,Piovra,2.2,8.48,18.66,18.66,7,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:06,129,14,MEDIA,Nasello,7.2,4.24,30.53,30.53,8,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:06,271,55,PICCOLA,Pannocchie Vive,1.5,3.98,5.97,5.97,9,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:06,78,97,GRANDE,Triglia Eviscerata,5.9,8.54,50.39,50.39,10,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:07,160,57,PICCOLA,Pannocchie Stivate,1.7,0.91,1.55,1.55,13,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:07,160,42,GRANDE,Polipo,8.3,3.83,31.79,31.79,14,120,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:08,177,13,GRANDE,Nasello,7.5,4.09,30.68,30.68,3,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:09,78,17,MEDIA,Triglia,6,8.06,48.36,48.36,4,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:09,299,102,PICCOLA,Rana Pescatrice,6.2,2.92,18.1,18.1,5,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:10,80,10,GRANDE,Sogliola,1.4,16.16,22.62,22.62,8,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:10,217,13,GRANDE,Nasello,6.9,4.28,29.53,29.53,9,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:11,165,57,PICCOLA,Pannocchie Stivate,1.8,1,1.8,1.8,10,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:11,86,15,PICCOLA,Nasello,4.7,5.48,25.76,25.76,11,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:12,162,102,PICCOLA,Rana Pescatrice,6.1,3.38,20.62,20.62,12,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:12,86,53,PICCOLA,Scampetto,3.5,24.46,85.61,85.61,13,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:13,78,49,GRANDE,Mollame Misto,4,4.09,16.36,16.36,15,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:13,80,14,MEDIA,Nasello,6.9,4.48,30.91,30.91,16,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:14,160,97,GRANDE,Triglia Eviscerata,6.1,9.26,56.49,56.49,18,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:14,129,14,MEDIA,Nasello,7.6,4.15,31.54,31.54,19,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:15,155,100,GRANDE,Rana Pescatrice,6.5,11.81,76.77,76.77,20,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:15,271,59,GRANDE,Gambero,1.7,14.24,24.21,24.21,21,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:15,271,102,PICCOLA,Rana Pescatrice,6.6,2.91,19.21,19.21,22,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:15,271,20,PICCOLA,Busbana,8.1,0.9,7.29,7.29,23,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:16,177,13,GRANDE,Nasello,8,4.07,32.56,32.56,25,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:17,278,34,GRANDE,Piovra,2,8.26,16.52,16.52,27,138,2,Molto fresco e ben conservato (48 ore),1
2003/4/24,06:17,86,100,GRANDE,Rana Pescatrice,5.2,10.34,53.77,53.77,29,138,2,Molto fresco e ben conservato (48 ore),1
